charityID,charityNumFilings,designationID,categoryID,charityName,charityAccount,charityRegistrationDate,charityLanguage,charityAddress,charityCity,provinceID,charityPostalCode,countryID,charityContactPhone,charityEmail,charityURL
821618139RR0001,10,C,C170-1,Oceana Canada,Oceana Canada,2013-06-18,1,505-18 KING STREET EAST,TORONTO,ON,M5C1C4,CA,(416)583-2350,AIVANKINE@OCEANA.CA,WWW.OCEANA.CA
821655875RR0001,5,C,C170-1,Quality Deer Management Association - Canada,Quality Deer Management Association - Canada,2009-01-01,1,12120 BOUL SAINTE-COLETTE,MONTREAL-NORD,QC,H1G4V6,CA,,,
822656302RR0001,9,C,C170-1,ANDREW DANIELS FISH STEWARDSHIP FOUNDATION,Andrew Daniels Fish Stewardship Foundation,2015-01-01,1,1160 FAIRY FALLS RD,BAYSVILLE,ON,P0B1A0,CA,(705)571-0605,adfsp@live.com,
823028774RR0001,7,C,C170-1,Fondation CO2 Environnement,Fondation CO2 Environnement,2014-03-26,2,1600D CH D'OKA,OKA,QC,J0N1E0,CA,(514)953-5957,,WWW.UNEPOMMEPOURTOUS.COM
823194881RR0001,11,C,C170-1,FORÊT HEREFORD INC.,Forêt Hereford Inc.,2012-10-31,2,294 RUE SAINT-JACQUES N,COATICOOK,QC,J1A2R3,CA,(819)849-0446,,FORETHEREFORD.ORG
824169874RR0001,10,C,C170-1,SKELETON LAKE STEWARDSHIP ASSOCIATION,Skeleton Lake Stewardship Association,2006-01-01,1,"PO BOX 65151, RPO MISSION HILL PL",ST. ALBERT,AB,T8N5Y3,CA,(780)265-3060,INFO@SKELETONLAKE.COM,SKELETONLAKE.COM
824410526RR0001,10,C,C170-1,THOUSAND ISLANDS WATERSHED LAND TRUST,Thousand Islands Watershed Land Trust,2008-07-15,1,P.O. BOX 135,ATHENS,ON,K0E1B0,CA,(613)659-4824,INFO@TIWLT.CA,WWW.TIWLT.CA
824873871RR0001,4,C,C170-1,CLUB PLEIN AIR DE PREVOST,Club du parc de la Coulée,2020-01-01,2,"1020 RUE DU CLOS-DU-CELLIER, RR 5",PREVOST,QC,J0R1T0,CA,(450)224-8888 Ext. 0,parcdelacoulee@hotmail.com,
825034150RR0001,2,C,C170-1,ALBERTA ENVIRO PROTECTION SOCIETY,Alberta Enviro Protection Society,2010-01-01,1,11237 77 AVE NW,EDMONTON,AB,T6G0L7,CA,(780)435-9537,,
825068745RR0001,11,C,C170-1,EAST INTERLAKE WATERSHED DISTRICT,EAST INTERLAKE WATERSHED DISTRICT,2006-06-28,1,PO BOX 1740,GIMLI,MB,R0C1B0,CA,(204)642-7578,admin@eastinterlake.ca,www.eastinterlake.ca
825115215RR0001,10,C,C170-1,SAULT NORTH WASTE MANAGEMENT COUNCIL,Sault North Waste Management Council,2009-01-01,1,500 BAY ST.,SAULT STE. MARIE,ON,P6A1X5,CA,(705)251-1876,INFO@SNWMC.COM,WWW.SNWMC.COM
825247810RR0001,11,C,C170-1,COLUMBIA WETLANDS STEWARDSHIP PARTNERS,Columbia Wetlands Stewardship Partners,2009-05-21,1,5013 BUGABOO ST,SPILLIMACHEEN,BC,V0A1P0,CA,(250)346-3390,NALT@WINKWIRELESS.CA,WWW.CWSP.CA
825581614RR0001,11,C,C170-1,FRIENDS OF THE DEMPSTER COUNTRY SOCIETY,Friends of the Dempster Country Society,2009-08-19,1,PO BOX 1709,DAWSON CITY,YT,Y0B1G0,CA,(867)393-3217,FRIENDSOFDEMPSTER@GMAIL.COM,WWW.DEMPSTERCOUNTRY.CA
825764475RR0001,10,C,C170-1,BVLD AIRSHED MANAGEMENT SOCIETY,BVLD AIRSHED MANAGEMENT SOCIETY,2006-07-05,1,"3726 ALFRED AVENUE, BAG 5000",SMITHERS,BC,V0J2N0,CA,(250)847-7260,INFO@CLEANAIRPLAN.CA,WWW.CLEANAIRPLAN.CA
826078966RR0001,11,C,C170-1,LESSER SLAVE WATERSHED COUNCIL,Lesser Slave Watershed Council,2010-04-01,1,PO BOX 2607,HIGH PRAIRIE,AB,T0G1E0,CA,(780)523-9800,MEGHANPAYNE@LSWC.CA,WWW.LSWC.CA
827770686RR0001,11,C,C170-1,BLUE FISH CANADA,Blue Fish Canada/Poisson Bleu Canada,2012-04-25,1,1 - 230 BLACKBURN AVE,OTTAWA,ON,K1N8A8,CA,(613)232-2028,BLUEFISHCANADA@GMAIL.COM,www.bluefishcanada.com
828315366RR0001,2,C,C170-1,BIOSPHERE CONSERVATION FOUNDATION,Biosphere Conservation Foundation,2009-02-05,1,503 DAVENPORT ROAD,TORONTO,ON,M4B1V6,CA,(416)960-8121,RBARNETT@ESCARPMENT.CA,ESCARPMENT.CA
828464560RR0001,10,C,C170-1,SAUVE-GARDE NATURE,SAUVE-GARDE NATURE,2007-01-01,2,"685, AVENUE VENISE OUEST",VENISE-EN-QUEBEC,QC,J0J2K0,CA,(450)244-6436,SAUVEGARDENATURE@GMAIL.COM,WWW.SAUVEGARDENATURE.ORG
828680892RR0001,10,C,C170-1,THE QUAMICHAN WATERSHED STEWARDSHIP SOCIETY,The Quamichan Watershed Stewardship Society,2009-07-04,1,1796 STAMPS ROAD,DUNCAN,BC,V9L5W2,CA,(250)748-9198,JLCOSH@SHAW.CA,QUAMICHANLAKE.CA
829024603RR0001,11,C,C170-1,CENS,CENS,2011-04-01,2,CP 84 SUCC BUREAU-CHEF,BROMONT,QC,J2L1A9,CA,(450)539-4016,INFO@CENSHEFFORD.CA,WWW.CENSHEFFORD.CA
829559129RR0001,11,C,C170-1,YOUNG NATURALISTS CLUB,Young Naturalists Club,2012-04-01,1,1747 SUMMER ST,HALIFAX,NS,B3H3A6,CA,(902)455-5643,YNCNS@YNCNS.CA,WWW.YNCNS.CA
829911999RR0001,9,C,C170-1,Cornerstone Standards Council,CORNERSTONE STANDARDS COUNCIL,2015-06-01,1,9520 PINE VALLEY DRIVE,WOODBRIDGE,ON,L4L1A6,CA,,,
830152294RR0001,6,C,C170-1,FRONTENAC STEWARDSHIP FOUNDATION,Frontenac Stewardship Foundation,2009-04-01,1,6144 BUCKSHOT LAKE RD,PLEVNA,ON,K0H2M0,CA,(613)479-8057,EMERYRD@GMAIL.COM,"BRET COLMAN, TREASURER"
830174959RR0001,5,C,C170-1,WATER MATTERS SOCIETY OF ALBERTA,WATER MATTERS SOCIETY OF ALBERTA,2008-01-01,1,410 - 10115 100A ST NW,EDMONTON,AB,T5J2W2,CA,(403)679-8577,CARLOS@WATER-MATTERS.ORG,WWW.WATER-MATTERS.ORG
830429486RR0001,10,C,C170-1,SOURCES OF KNOWLEDGE FORUM,Sources of Knowledge Forum,2012-10-01,1,"120 CHI SIN TIB DEK RD, PO BOX 18",TOBERMORY,ON,N0H2R0,CA,(519)793-4045,INFO@SOURCESOFKNOWLEDGE.CA,WWW.SOURCESOFKNOWLEDGE.CA
831268354RR0001,11,C,C170-1,Projet de la réalité climatique Canada / The climate realityproject Canada,Projet de la réalité climatique Canada/ The Climate Reality Project Canada,2007-09-26,1,"50 RUE SAINTE-CATHERINE O, BUREAU 360",MONTREAL,QC,H2X3V4,CA,(514)658-1752,ADEPAUTT@CLIMATEREALITY,CLIMATEREALITY.CA
831454020RR0001,10,C,C170-1,Friends of Mount Carleton Provincial Park Inc.,Friends of Mount Carleton Provincial Park Inc.,2009-10-20,1,281 MAIN STREET,PLASTER ROCK,NB,E7G2G3,CA,(506)356-8497,suetomsumi@gmail.com,www.friendsofmountcarletonpark
831460936RR0001,10,C,C170-1,Conservation Manitou,Conservation Manitou,2013-02-14,1,4342 WESTMOUNT AVENUE,WESTMOUNT,QC,H3Y1W3,CA,,,
832712442RR0001,11,C,C170-1,Fairy Lake Environmental Association,Fairy Lake Environmental Association,2012-11-11,1,37 KING WILLIAM STREET,HUNTSVILLE,ON,P1H1G4,CA,(705)789-6815,,
832756332RR0001,10,C,C170-1,BELLEISLE WATERSHED COALITION INC.,Belleisle Watershed Coalition Inc.,2015-05-05,1,2127 ROUTE 124,HATFIELD POINT,NB,E5T2S4,CA,(506)485-0890,DIANE@LBISHOP.NET,WWW.BELLEISLEBAY.CA
833497084RR0001,10,B,C170-1,AMAZON RAINFOREST CONSERVANCY,Amazon Rainforest Conservancy,2014-03-03,1,23 SUNSET DR,ORANGEVILLE,ON,L9W2G8,CA,(905)703-1515,JANABELLEXPLORNET.COM,AMAZONRAINFORESTCONSERVANCY.COM
834146789RR0001,8,C,C170-1,THE FRIENDS OF MALTBY LAKE WATERSHED SOCIETY,The Friends of Maltby Lake Watershed Society,2016-03-14,1,4328 PROSPECT LAKE RD,VICTORIA,BC,V9E1J2,CA,(250)953-9242,POTTER-HENDRICK@SHAW.CA,WWW.MALTBYLAKE.COM
835594722RR0001,11,C,C170-1,CAROLINIAN CANADA COALITION,CAROLINIAN CANADA COALITION,2008-06-04,1,1017 WESTERN ROAD,LONDON,ON,N6G1G5,CA,(519)433-7077,,WWW.CAROLINIAN.ORG
835673310RR0001,10,C,C170-1,FREE SPIRIT GARDENS,Free Spirit Gardens,2011-03-21,1,633 SIXTH ST,COLLINGWOOD,ON,L9Y3Y9,CA,(705)351-0135,FREESPIRITGARDENS@GMAIL.COM,WWW.FREESPIRITGARDENS.ORG
836125666RR0001,10,C,C170-1,ABBEY GARDENS COMMUNITY TRUST,Abbey Gardens Community Trust,2012-10-23,1,1012 GARDEN GATE DRIVE,HALIBURTON,ON,K0M1S0,CA,,,
836159731RR0001,9,C,C170-1,COWICHAN ESTUARY RESTORATION AND CONSERVATION ASSOCIATION,Cowichan Estuary Restoration and Conservation Association,2015-01-23,1,1069 KHENIPSEN RD,DUNCAN,BC,V9L5L3,CA,(250)701-7013,MMRIESS@SHAW.CA,WWW.COWICHANESTUARY.COM
836166389RR0001,7,C,C170-1,MUSKRAT WATERSHED COUNCIL,MUSKRAT WATERSHED COUNCIL,2018-01-21,1,"44 MAIN STREET, P.O. BOX 317",COBDEN,ON,K0J1K0,CA,(513)432-5768,MUSKRATWATERSHEDCOUNCIL@GMAIL.CA,WWW.MUSKRATWATERSHEDCOUNCIL.COM
836429514RR0001,5,C,C170-1,L.E.A.F. (LIVING EARTH AWARENESS FOUNDATION),L.E.A.F. (Living Earth Awareness Foundation),2014-01-30,1,405 1280 FINCH AVENUE WEST,TORONTO,ON,M2J3K6,CA,,,
836639146RR0001,3,C,C170-1,LADIES OF THE LAKE Conservation Association,Ladies of the Lake Conservation Association,2008-08-08,1,120 PRIMEAU DR,AURORA,ON,L4G6Z4,CA,(905)841-2829,JANIS.MACASKILL@SYMPATICO.CA,
836727644RR0001,11,C,C170-1,Nature United/ Nature Unie,Nature United/ Nature Unie,2014-03-18,1,331 - 366 ADELAIDE ST E,TORONTO,ON,M5A3X9,CA,(416)238-9597,BILL.WOODLEY@TNC.ORG,NATURE UNITED
836815514RR0001,8,C,C170-1,Amis et Riverains de la Rivière Chateuaguay,Amis et Riverains de la Rivière Chateauguay,2011-07-18,2,A - 208 BOUL SALABERRY N,CHATEAUGUAY,QC,J6J4L1,CA,(450)427-7445,TOUCHETTER@VIDEOTRON.CA,WWW.RIVIERECHATEAUGUAY.ORG
837637693RR0001,11,B,C170-1,CAMPUS ENVIRONNEMENTAL DE L'OUTAOUAIS/ OUTAOUAIS ENVIRONMEN NTAL CAMPUS,Campus environnemental de l'Outaouais/Outaouais Environmental Campus,2010-03-18,1,29 CH THROWSSE,WAKEFIELD,QC,J0X3G0,CA,(819)459-1128,CMINNES@ECOECHO.CA,ECOECHO.CA
837687243RR0001,11,C,C170-1,FOREST TRUST FOR THE CHILDREN OF CORTES ISLAND SOCIETY,Forest Trust for the Children of Cortes Island Society,2013-11-18,1,"BOX 68, 1457 BAYVIEW ROAD",WHALETOWN,BC,V0P1Z0,CA,(250)935-6801,DIRECTORS@CORTESHILDRENSFORESTRUST.ORG,WWW.CORTESCHILDRENSFORESTTRUST.ORG
838399103RR0001,11,C,C170-1,FRESHWATER FUTURE CANADA,FRESHWATER FUTURE CANADA,2013-04-05,1,PO BOX 1442 STN MAIN,GUELPH,ON,N1H6N9,CA,(416)960-2284,JILL@FRESHWATERFUTURE.ORG,FRESHWATERFUTURE.ORG
838844637RR0001,6,C,C170-1,ELK RIVER WATERSHED ALLIANCE,Elk River Watershed Alliance,2018-08-01,1,PO BOX 2095,FERNIE,BC,V0B1M0,CA,(250)423-3322,info@elkriveralliance.ca,www.elkriveralliance.ca
839023157RR0001,2,C,C170-1,THE SOS MARINE CONSERVATION FOUNDATION,THE SOS MARINE CONSERVATION FOUNDATION,2009-01-01,1,"#2510, 246 STEWART GREEN SW",CALGARY,AB,T3H3C8,CA,,,
839086345RR0001,10,C,C170-1,THE T'AKHU A TLEN CONSERVANCY,The T'Akhu A Tlen Conservancy,2009-08-01,1,1800 - 510 GEORGIA ST W,VANCOUVER,BC,V6B0M3,CA,,,
839116464RR0001,2,C,C170-1,Manitoba Association of Watersheds Inc.,Manitoba Association of Watersheds Inc.,2022-07-01,1,201 - 1465 BUFFALO PL,WINNIPEG,MB,R3T1L8,CA,(204)570-0164,lynda@manitobawatersheds.org,manitobawatersheds.org
840103444RR0001,11,C,C170-1,Fondation Gaia Nova,Fondation Gaïa Nova / Gaïa Nova Foundation,2013-08-27,2,858 AV DU MONT-ROYAL E,MONTREAL,QC,H2J1X1,CA,,,
840443899RR0001,11,C,C170-1,MALASPINA LAND CONSERVANCY SOCIETY,Malaspina Land Conservancy Society,2010-01-26,1,3852 GORDON AVE,POWELL RIVER,BC,V8A2T5,CA,(604)485-0077,INFO@MALASPINALAND.CA,WWW.MALASPINALAND.CA
840630081RR0001,10,C,C170-1,WHISTLER CENTRE FOR SUSTAINABILITY INSTITUTE SOCIETY,Whistler Centre for Sustainability Institute Society,2012-01-01,1,201 - 4230 GATEWAY DR,WHISTLER,BC,V8E0Z8,CA,,,
840904817RR0001,10,C,C170-1,Wilderness International (Canada),Wilderness International (Canada),2008-01-14,1,345 - 4301B SOUTH PARK DR,STONY PLAIN,AB,T7Z2A9,CA,(613)235-4774,,
841320518RR0001,8,C,C170-1,Sollicité,Sollicité,2016-04-15,2,"1240, RUE SAINT-MARC",MONTREAL,QC,H3H2E5,CA,(514)933-1069,DIRECTION@SAESEM.ORG,www.sollicite.org
841459423RR0001,10,C,C170-99,COMMUNITY FORESTS INTERNATIONAL,Community Forests International,2009-11-01,1,10 SCHOOL LANE,SACKVILLE,NB,E4L3J9,CA,(506)536-3738,INFO@FORESTSINTERNATIONAL.ORG,WWW.FORESTSINTERNATIONAL.ORG
841673536RR0001,10,C,C170-1,THE NATIONAL TRUST FOR LAND AND CULTURE (B.C.) SOCIETY,The National Trust for Land and Culture (B.C.) Society,2013-01-19,1,2190 HARBOUR VIEW ROAD,SOOKE,BC,V9Z0G5,CA,(250)642-0115,IFAWCETT@NTLCBC.CA,WWW.NTLCBC.CA
841695174RR0001,5,C,C170-1,POLLINATOR PARTNERSHIP CANADA,Pollinator Partnership Canada,2019-07-10,1,40 LAUDER AVE,TORONTO,ON,M6H3E3,CA,,,
841968670RR0001,7,C,C170-1,KELLIGREWS ECOLOGICAL ENHANCEMENT PROGRAM INC.,KELLIGREWS ECOLOGICAL ENHANCEMENT PROGRAM INC.,2005-04-01,1,P. O. BOX 17173,KELLIGREWS,NL,A1X3A1,CA,(709)834-4915,,WWW.ENVISION.CA
842088528RR0001,1,C,C170-1,INVASIVE SPECIES COUNCIL OF METRO VANCOUVER SOCIETY,Invasive Species Council of Metro Vancouver Society,2023-06-12,1,7170 CAMANO ST,VANCOUVER,BC,V5S4B9,CA,,,
842134132RR0001,2,C,C170-99,Canadian Council on Invasive Species,Canadian Council on Invasive Species / Conseil canadien des especes envahissantes,2022-05-18,1,72 SEVENTH AVE S,WILLIAMS LAKE,BC,V2G4N5,CA,(249)353-2247,coordinator@canadainvasives.ca,canadainvasives.ca/
842270241RR0001,3,C,C170-1,SHAWNIGAN BASIN SOCIETY,Shawnigan Basin Society,2021-01-01,1,"1760 SHAWNIGAN-MILL BAY RD, UNIT 102",SHAWNIGAN LAKE,BC,V8H3B7,CA,(250)880-8245,info@shawniganbasinsociety.org,www.shawniganbasinsociety.org
842713125RR0001,11,C,C170-1,PIMACHIOWIN AKI CORP.,Pimachiowin Aki Corp.,2008-09-01,1,PO BOX 204 RPO CORYDON,WINNIPEG,MB,R3M3S7,CA,(204)275-1564,ALISON@PIMAKI.CA,WWW.PIMAKI.CA
843007816RR0001,5,C,C170-1,GOERT GARRY OAK ECOSYSTEMS RECOVERY TEAM SOCIETY,GOERT Garry Oak Ecosystems Recovery Team Society,2009-04-01,1,2130 KINGS RD,VICTORIA,BC,V8R2P9,CA,(250)383-3427,info@goert.ca,https://www.goert.ca/
843312380RR0001,10,C,C170-1,Fondation environnement GIRAM,Fondation environnement GIRAM,2010-03-29,2,806 - 1490 BOUL DE L'ENTENTE,QUEBEC,QC,G1S4V3,CA,(581)986-8290,INFO@COMPAGNONSCB.ORG,WWW.COMPAGNONSCB.ORG
843460783RR0001,11,C,C170-1,Swan Lake Watershed District,Swan Lake Watershed District,2008-12-12,1,"559 4TH AVE NORTH, BOX 1858",SWAN RIVER,MB,R0L1Z0,CA,(204)734-9550,slwcd@mymts.net,
844076505RR0001,11,C,C170-1,HURONIA LAND CONSERVANCY,Huronia Land Conservancy,2011-11-16,1,PO BOX 11 STN MAIN,MIDLAND,ON,L4R4K6,CA,(705)322-3703,INFO@HURONIALANDCONSERVANCY.CA,WWW.HURONIALANDCONSERVANCY.CA
844716241RR0001,1,C,C170-2,THE BRITISH COLUMBIA CYCLING COALITION,The British Columbia Cycling Coalition,2023-03-17,1,2109 GRANDVIEW HWY N,VANCOUVER,BC,V5N1N6,CA,(778)871-9207,admin@bccycling.ca,www.bccc.bc.ca
845398775RR0001,10,C,C170-1,OKANAGAN SIMILKAMEEN STEWARDSHIP SOCIETY,Okanagan Similkameen Stewardship Society,2014-09-05,1,6 - 477 MARTIN ST,PENTICTON,BC,V2A5L2,CA,(250)770-1467,,www.osstewardship.ca
845414747RR0001,10,C,C170-1,PAUDASH LAKE CONSERVATION ASSOCIATION,PAUDASH LAKE CONSERVATION ASSOCIATION,2005-01-01,1,1135 UPPER PAUDASH LAKE RD,BANCROFT,ON,K0L1C0,CA,(416)447-3012,,
845590553RR0001,11,C,C170-1,YORK REGION ENVIRONMENTAL ALLIANCE,York Region Environmental Alliance,2008-07-28,1,85 DARIOLE DR,RICHMOND HILL,ON,L4E0Z4,CA,(905)660-9782,INFO@YREA.ORG,WWW.YREA.ORG
845638006RR0001,10,C,C170-1,WILDRESEARCH SOCIETY,WildResearch Society,2014-07-17,1,11 - 220 TENTH ST,NEW WESTMINSTER,BC,V3M3X9,CA,(778)772-0626,INFO@WILDRESEARCH.CA,WWW.WILDRESEARCH.CA
845759943RR0001,10,C,C170-1,LA CORPORATION D'AMENAGEMENT DE LA RIVIERE BLANCHE DE GATINEAU INC.,LA CORPORATION D'AMENAGEMENT DE LA RIVIERE BLANCHE DE GATINEAU INC.,2006-03-01,2,199 MONTEE DALTON,GATINEAU,QC,J8R0B3,CA,(819)410-0257,info@parcdalton.com,
845793991RR0001,10,C,C170-1,REFOREST LONDON,ReForest London,2007-06-09,1,PO BOX 25144,LONDON,ON,N6C6A9,CA,(519)936-9548,,WWW.REFORESTLONDON.CA
846181857RR0001,10,C,C170-1,PINE RIVER WATERSHED INITIATIVE NETWORK,Pine River Watershed Initiative Network,2009-06-03,1,PO BOX 367,RIPLEY,ON,N0G2R0,CA,(519)395-5538,PINERIVERWIN@YAHOO.CA,WWW.PINERIVERWATERSHED.CA
846302669RR0001,8,C,C170-1,The Winter River-Tracadie Bay Watershed Association Inc,Winter River-Tracadie Bay Watershed Association Inc.,2016-04-01,1,PO BOX 87,YORK,PE,C0A1P0,CA,,INFO@WINTERTRACADIE.CA,WINTERTRACADIE.CA
847051307RR0001,11,C,C170-1,SQUAMISH STREAMKEEPERS SOCIETY,Squamish Streamkeepers Society,2012-12-11,1,216 - 38225 3RD AVE,SQUAMISH,BC,V8B0S2,CA,(604)848-4972,JACKCOOLEY39@GMAIL.COM,WWW.SQUAMISHSTREAMKEEPERS.NET
847447414RR0001,10,C,C170-1,Ganaraska Hiking Trail Association Inc.,Ganaraska Hiking Trail Association Inc.,1970-04-01,1,PO BOX 693 STN MAIN,ORILLIA,ON,L3V6K7,CA,(905)885-2874,,GANARASKA-HIKING-TRAIL.ORG
847623055RR0001,5,C,C170-1,"DADS AGAINST DIRTY AIR, INC. (DADA)","Dads Against Dirty Air, Inc. (DADA)",2010-11-03,1,2181 VISTA DRIVE,BURLINGTON,ON,L7M3M3,CA,(905)338-3638,,WWW.DADACANADA.COM
847935798RR0001,10,C,C170-99,FRIENDS OF REDTAIL SOCIETY,Friends of Redtail Society,2010-02-24,1,70 ANGEL POINT ROAD,RIVER JOHN,NS,B0K1N0,CA,(902)351-2579,FRIENDSOFREDTAIL@GMAIL.COM,WWW.FRIENDSOFREDTAIL.CA
848004255RR0001,10,C,C170-1,NOVA SCOTIA FARMLAND TRUST SOCIETY,NOVA SCOTIA FARMLAND TRUST SOCIETY,2010-01-01,1,PO BOX 351 STN MAIN,KENTVILLE,NS,B4N3X1,CA,(902)690-2014,MATTHEW.ROSS@CA.GT.COM,
848592010RR0001,3,C,C170-1,OAKVILLEGREEN CONSERVATION ASSOCIATION INC.,Oakvillegreen Conservation Association Inc.,2021-03-10,1,240 SUNRISE CRES,OAKVILLE,ON,L6L3L3,CA,(289)813-1568,president@oakvillegreen.org,www.oakvillegreen.org
848804548RR0001,10,C,C170-1,RESCUE LAKE SIMCOE CHARITABLE FOUNDATION,RESCUE LAKE SIMCOE CHARITABLE FOUNDATION,2005-01-21,1,120 PRIMEAU DR,AURORA,ON,L4G6Z4,CA,(905)841-2829,JANIS.MACASKILL@SYMPATICO.CA,
848998068RR0001,8,C,C170-1,Fédération des Lacs de Val des Monts,Fédération des lacs de Val des Monts,2013-12-27,2,1 RTE DU CARREFOUR,VAL-DES-MONTS,QC,J8N4E9,CA,(819)457-4013,,www.federationdeslacs.ca
849325279RR0001,3,C,C170-1,ARCHAEOLOGICAL LAND TRUST OF NOVA SCOTIA SOCIETY,Archaeological Land Trust of Nova Scotia Society,2011-02-18,1,38 AARON AVENUE,SHAD BAY,NS,B3T2B5,CA,(902)850-2212,info@altns.ca,www.altns.ca
849479738RR0001,5,C,C170-1,ASSOCIATION FOR DENMAN ISLAND MARINE STEWARDS,Association for Denman Island Marine Stewards,2020-01-21,1,2621 NORTHWEST RD,DENMAN ISLAND,BC,V0R1T0,CA,,,
849688262RR0001,3,C,C170-1,WILDLIFEDIRECT CANADA,WildlifeDirect Canada,2010-05-10,1,12 - 233 SPEERS RD,OAKVILLE,ON,L6K0J5,CA,(416)433-2327,,
849804067RR0001,1,C,C170-99,NATURAL PATHWAYS LEARNING CENTRE,Natural Pathways Learning Centre,2023-07-07,1,281 KELLY ST,ESSEX,ON,N8M1V2,CA,(226)347-1492,kim@naturalpathways.ca,www.naturalpathways.ca
850142050RR0001,9,C,C170-1,THE DEEP RIVER ENVIRONMENTAL SUPPORT GROUP,The Deep River Environmental Support Group,2010-01-01,1,BOX 463 30 THOMAS ST,DEEP RIVER,ON,K0J1P0,CA,,,
850144312RR0001,8,C,C170-1,SOCIETY FOR ATMOSPHERE SOLUTIONS,SOCIETY FOR ATMOSPHERE SOLUTIONS,2011-01-01,1,PO BOX 396,SECHELT,BC,V0N3A0,CA,(604)865-1633,board@atmospheresolutions.ca,www.atmospheresolutions.ca
850271214RR0001,8,C,C170-1,CONSORTIUM EVOLUTION,Consortium Evolution,2009-03-13,2,100 - 310 AV VICTORIA,WESTMOUNT,QC,H3Z2M9,CA,(514)629-2209,INFO@FJDD.ORG,WWW.FJDD.ORG
850450008RR0001,11,C,C170-1,Conseil des bassins versants des Mille-Îles (COBAMIL),Conseil des bassins versants des Mille-Îles (COBAMIL)/Mille-Îles Watershed Council (COBAMIL),2011-08-29,2,"15, CH. DE LA GRANDE-COTE, PORTE 105",SAINT-EUSTACHE,QC,J7P5L3,CA,(450)818-8565,EDUFRENE@COBAMIL.CA,WWW.COBAMIL.CA
850625088RR0001,5,C,C170-1,CANADIAN PARKS AND WILDERNESS SOCIETY - BRITISH COLUMBIA,CANADIAN PARKS AND WILDERNESS SOCIETY - BRITISH COLUMBIA,2019-04-01,1,241 - 312 MAIN ST,VANCOUVER,BC,V6A2T2,CA,,,
850695487RR0001,9,C,C170-1,BURRARD INLET MARINE ENHANCEMENT SOCIETY,Burrard Inlet Marine Enhancement Society,2015-07-16,1,300 IOCO RD,PORT MOODY,BC,V3H2V7,CA,(604)492-2910,KEVIN_RYAN@TELUS.NET,MOSSOMCREEK.ORG
851270355RR0001,10,C,C170-1,ARBRES ET NATURE - QUÉBEC,Arbres et Nature-Québec,2008-06-20,2,9705 CH DE LA RIVIERE N,RIVIERE-ROUGE,QC,J0T1T0,CA,(514)983-3490,YRICHER1@YAHOO.CA,
851410589RR0001,11,A,C170-1,HABITAT CONSERVATION TRUST FOUNDATION,Habitat Conservation Trust Foundation,2008-04-01,1,102 - 2957 JUTLAND RD,VICTORIA,BC,V8T5J9,CA,(250)940-9782,KATELYNN.SCHRINER@HCTF.CA,WWW.HCTF.CA
851884015RR0001,11,C,C170-1,Fondation pour la sauvegarde des écosystèmes du territoire de la Haute-Yamaska,Fondation pour la sauvegarde des écosystèmes du territoire de la Haute-Yamaska,2009-04-21,2,397 RUE DUFFERIN,GRANBY,QC,J2G4Y3,CA,,,
851891812RR0001,10,C,C170-1,COMITÉ RÉGIONAL POUR LA PROTECTION DES FALAISES,Comité régional pour la protection des falaises,2009-06-05,2,C.P. 602,PRÉVOST,QC,J0R1T0,CA,(450)335-0506,INFO@PARCDESFALAISES.CA,WWW.PARCDESFALAISES.CA
852004233RR0001,10,C,C170-1,HALIBURTON HIGHLANDS LAND TRUST,HALIBURTON HIGHLANDS LAND TRUST,2005-03-23,1,PO BOX 1478,HALIBURTON,ON,K0M1S0,CA,(705)457-3700,INFO@HALIBURTONLANDTRUST.CA,WWW.HALIBURTONLANDTRUST.CA
852026988RR0001,10,C,C170-1,FRESH OUTLOOK FOUNDATION,Fresh Outlook Foundation,2010-07-02,1,1101 21 AVE,VERNON,BC,V1T1G4,CA,(250)300-8797,JO@FRESHOUTLOOKFOUNDATION.ORG,WWW.FRESHOUTLOOKFOUNDATION.ORG
852196047RR0001,3,C,C170-1,THETIS ISLAND NATURE CONSERVANCY SOCIETY,Thetis Island Nature Conservancy Society,2021-11-12,1,PO BOX13-3,THETIS ISLAND,BC,V0R2Y0,CA,(250)246-8176,info@thetisislandnatureconservancy.org,thetisislandnatureconservancy.org
852478189RR0001,10,C,C170-1,INTERNATIONAL CONSERVATION FUND OF CANADA INC.,International Conservation Fund of Canada Inc.,2007-05-07,1,P.O BOX 40,CHESTER,NS,B0J1J0,CA,(902)273-3456,LAMBERT@ICFCANADA.ORG,WWW.ICFCANADA.ORG
852542984RR0001,11,C,C170-1,FONDATION DU LAC HENEY,Fondation du lac Heney / Heney Lake Foundation,2008-10-01,1,"30, CH. GAUTHIER",LAC-SAINTE-MARIE,QC,J0X1Z0,CA,,,
853400026RR0001,10,C,C170-1,SOCIETY FOR THE PROTECTION OF KALAMALKA LAKE / SOCIÉTÉ POUR LA PROTECTION DU LAC KALAMALKA,SOCIETY FOR THE PROTECTION OF KALAMALKA LAKE / SOCIÉTÉ POUR LA PROTECTION DU LAC KALAMALKA,2010-06-10,1,11505 PRIMROSE DR,COLDSTREAM,BC,V1B2C3,CA,(250)308-1152,KEEPKALLAKEBLUE@GMAIL.COM,WWW.SPKL.CA
